7 	520 	0 	
16 	50 	0 	
11 	50 	0 	
16 	50 	0 	
15 	50 	0 	
73 	50 	0 	
16 	50 	0 	
12 	50 	0 	
12 	50 	0 	
10 	50 	0 	
12 	50 	0 	
16 	110 	0 	
14 	110 	0 	
16 	110 	0 	
11 	110 	0 	
75 	110 	0 	
14 	110 	0 	
12 	110 	0 	
18 	110 	6 	
10 	110 	0 	
10 	110 	1 	
12 	62 	0 	
8 	62 	0 	
12 	62 	0 	
7 	62 	0 	
51 	62 	0 	
9 	62 	0 	
9 	62 	0 	
10 	62 	0 	
8 	62 	0 	
10 	62 	1 	
10 	284 	0 	
9 	284 	0 	
10 	284 	0 	
11 	284 	0 	
71 	284 	0 	
11 	284 	0 	
9 	284 	0 	
14 	284 	8 	
9 	284 	0 	
7 	284 	0 	
6 	281 	0 	
6 	281 	0 	
6 	281 	0 	
6 	281 	0 	
20 	281 	10 	
6 	281 	1 	
5 	281 	0 	
7 	281 	2 	
6 	281 	0 	
7 	281 	2 	
15 	39 	0 	
15 	39 	0 	
15 	39 	0 	
13 	39 	0 	
14 	39 	0 	
74 	39 	0 	
13 	39 	0 	
15 	39 	0 	
14 	39 	0 	
10 	39 	0 	
11 	61 	1 	
11 	61 	1 	
11 	61 	1 	
13 	61 	0 	
14 	61 	0 	
52 	61 	0 	
10 	61 	0 	
13 	61 	0 	
12 	61 	0 	
9 	61 	0 	
9 	164 	0 	
10 	164 	0 	
9 	164 	0 	
13 	164 	0 	
16 	164 	0 	
55 	164 	0 	
10 	164 	0 	
13 	164 	0 	
8 	164 	0 	
8 	164 	1 	
12 	311 	0 	
9 	311 	0 	
12 	311 	0 	
10 	311 	0 	
10 	311 	0 	
65 	311 	0 	
12 	311 	0 	
11 	311 	0 	
12 	311 	0 	
9 	311 	0 	
5 	254 	0 	
6 	254 	0 	
5 	254 	0 	
6 	254 	0 	
7 	254 	1 	
23 	254 	12 	
6 	254 	0 	
6 	254 	0 	
5 	254 	0 	
6 	254 	0 	
18 	56 	0 	
23 	56 	0 	
18 	56 	0 	
24 	56 	0 	
13 	56 	0 	
22 	56 	0 	
75 	56 	0 	
25 	56 	0 	
19 	56 	0 	
13 	56 	0 	
18 	89 	0 	
23 	89 	0 	
18 	89 	0 	
24 	89 	0 	
12 	89 	0 	
22 	89 	0 	
76 	89 	0 	
25 	89 	0 	
11 	89 	0 	
13 	89 	0 	
12 	128 	0 	
13 	128 	0 	
13 	128 	0 	
19 	128 	0 	
13 	128 	0 	
12 	128 	0 	
43 	128 	0 	
19 	128 	0 	
9 	128 	0 	
11 	128 	0 	
13 	224 	0 	
9 	224 	0 	
13 	224 	0 	
10 	224 	0 	
10 	224 	0 	
10 	224 	0 	
50 	224 	0 	
17 	224 	0 	
8 	224 	0 	
13 	224 	0 	
8 	508 	0 	
6 	508 	0 	
8 	508 	0 	
10 	508 	5 	
6 	508 	0 	
6 	508 	0 	
21 	508 	13 	
10 	508 	5 	
8 	508 	1 	
8 	508 	1 	
18 	44 	0 	
18 	44 	0 	
18 	44 	0 	
22 	44 	0 	
20 	44 	0 	
18 	44 	0 	
23 	44 	0 	
63 	44 	0 	
17 	44 	0 	
11 	44 	1 	
17 	110 	0 	
17 	110 	0 	
17 	110 	0 	
23 	110 	0 	
15 	110 	0 	
17 	110 	0 	
21 	110 	0 	
66 	110 	0 	
11 	110 	0 	
13 	110 	0 	
17 	200 	0 	
17 	200 	0 	
17 	200 	0 	
23 	200 	0 	
15 	200 	0 	
17 	200 	0 	
21 	200 	0 	
67 	200 	0 	
11 	200 	0 	
10 	200 	0 	
8 	226 	0 	
9 	226 	0 	
8 	226 	0 	
9 	226 	0 	
11 	226 	0 	
10 	226 	0 	
9 	226 	0 	
62 	226 	0 	
7 	226 	0 	
9 	226 	0 	
6 	628 	0 	
6 	628 	0 	
6 	628 	0 	
7 	628 	0 	
7 	628 	0 	
8 	628 	1 	
6 	628 	0 	
23 	628 	12 	
6 	628 	0 	
6 	628 	0 	
10 	39 	0 	
11 	39 	0 	
10 	39 	0 	
10 	39 	0 	
16 	39 	0 	
11 	39 	0 	
12 	39 	0 	
10 	39 	1 	
71 	39 	0 	
10 	39 	0 	
10 	82 	0 	
11 	82 	0 	
10 	82 	0 	
10 	82 	0 	
10 	82 	0 	
10 	82 	0 	
11 	82 	0 	
11 	82 	2 	
76 	82 	0 	
10 	82 	0 	
10 	118 	0 	
10 	118 	0 	
10 	118 	0 	
10 	118 	0 	
10 	118 	0 	
10 	118 	0 	
14 	118 	0 	
10 	118 	0 	
54 	118 	0 	
11 	118 	0 	
10 	330 	0 	
11 	330 	0 	
10 	330 	0 	
10 	330 	0 	
13 	330 	0 	
10 	330 	0 	
11 	330 	0 	
10 	330 	0 	
59 	330 	0 	
8 	330 	0 	
6 	253 	1 	
5 	253 	0 	
6 	253 	1 	
7 	253 	0 	
6 	253 	1 	
6 	253 	1 	
6 	253 	1 	
6 	253 	4 	
20 	253 	10 	
5 	253 	0 	
9 	20 	0 	
9 	20 	0 	
9 	20 	0 	
10 	20 	0 	
12 	20 	0 	
12 	20 	0 	
12 	20 	0 	
12 	20 	0 	
12 	20 	0 	
37 	20 	0 	
8 	42 	0 	
8 	42 	0 	
8 	42 	0 	
10 	42 	0 	
8 	42 	0 	
9 	42 	0 	
9 	42 	2 	
9 	42 	2 	
9 	42 	0 	
70 	42 	0 	
12 	163 	0 	
12 	163 	0 	
12 	163 	0 	
10 	163 	0 	
11 	163 	0 	
10 	163 	0 	
10 	163 	0 	
10 	163 	0 	
13 	163 	0 	
68 	163 	0 	
7 	165 	0 	
7 	165 	0 	
7 	165 	0 	
8 	165 	0 	
8 	165 	0 	
9 	165 	0 	
8 	165 	2 	
8 	165 	0 	
8 	165 	0 	
68 	165 	0 	
7 	410 	0 	
6 	410 	0 	
7 	410 	0 	
9 	410 	0 	
7 	410 	0 	
9 	410 	0 	
9 	410 	0 	
9 	410 	0 	
6 	410 	1 	
21 	410 	13 	
